instructions_covered,branches_covered,time_taken_nanos
163,9,9428831
164,10,9514263
357,19,12882998
357,19,12992635
476,25,15205881
479,26,15434484
599,33,18028030
602,34,18160811
717,39,21560114
720,40,21873849
799,45,27139960
802,46,27227626
905,51,29517998
908,52,29682910
1007,57,31855878
1010,58,32206824
1114,64,34286125
1114,64,34369954
1234,71,38193541
1234,71,38298019
1337,76,42344138
1340,77,42741731
1438,82,45429075
1441,83,45809075
1442,84,48097222
1494,87,403396659
1499,88,447244106
1556,91,449626111
1556,91,454141350
1556,92,536061659
1780,98,539224725
1780,98,544602748
1818,99,550382293
