instructions_covered,branches_covered,time_taken_nanos
269,17,8578082
269,17,8819800
272,18,9114208
275,19,9248673
414,30,12519741
414,30,12627946
454,35,15419886
457,36,15554491
567,51,15960480
570,52,16166690
611,58,19176153
611,58,19279038
884,71,19619903
884,71,19751292
926,74,19971930
926,74,20483049
1069,81,20917262
1069,81,21034624
1176,85,26279381
1264,95,30181023
1267,96,30344653
1316,103,33782837
1316,103,33907784
1588,116,37399089
1591,117,37685823
1770,123,42389174
1773,124,43035629
1856,133,47173659
1859,134,47309877
1878,136,48338606
1878,136,78874322
1879,137,708591994
