instructions_covered,branches_covered,time_taken_nanos
127,6,9028363
130,7,9182825
292,15,11914293
381,24,14856760
381,24,14981877
433,32,16693411
433,32,16780366
512,38,20804123
515,39,21184584
604,47,23628667
607,48,23701605
681,53,24353090
684,54,24571534
763,60,27292311
766,61,27428209
860,65,28802363
1251,76,29943837
1254,77,30042203
1328,82,35486302
1331,83,35999635
1477,88,36898499
1532,94,42479708
1532,94,42550823
1607,99,45484554
1681,104,45666458
1684,105,46234585
1794,111,49270329
1797,112,49595456
1871,117,53284869
1874,118,53478015
1949,123,56662912
1952,124,56913096
2014,131,60478193
2017,132,60627837
2102,139,62471862
2106,140,62732476
2109,141,104648005
2112,142,124309704
