instructions_covered,branches_covered,time_taken_nanos
393,23,13037132
393,23,13270935
396,24,14035353
509,35,18748513
671,41,18928093
671,43,19084360
671,43,19614173
975,66,27230174
978,67,27528349
978,67,28104901
1056,76,32290541
1059,77,32526058
1472,103,38901057
1472,103,39155158
1475,104,39494852
1568,111,40700837
1571,112,40966410
1686,123,45761856
1801,128,46029423
1801,129,46219864
1804,130,46496838
1900,140,53378508
1900,140,53548440
1967,147,61318431
1970,148,61498753
1974,149,65337927
