instructions_covered,branches_covered,time_taken_nanos
376,23,8781056
376,23,8873721
379,24,9464241
384,26,9739242
477,33,12334862
507,35,12499885
845,49,12711637
848,50,13204481
891,56,14962784
894,57,15085447
954,63,17208070
957,64,18050347
1001,71,20941748
1004,72,21091622
1108,80,23516719
1108,80,23619754
1269,88,23845242
1272,89,24025363
1705,125,26905934
1708,126,28055222
1787,135,30731185
1790,136,30846353
1852,142,31037275
1855,143,31362862
1861,146,31919728
1864,147,46175201
1864,147,110185300
1864,147,207925970
1864,147,659761150
