instructions_covered,branches_covered,time_taken_nanos
387,26,8143760
458,33,8271562
461,34,8395638
566,43,9567850
872,57,9685223
872,57,9761868
873,58,10111631
918,66,13218933
921,67,13300006
997,73,14270787
997,73,14364244
1311,89,15548329
1314,90,15701570
1314,90,16177582
1357,97,18462014
1357,97,18572413
1394,102,21991696
1397,103,22118857
1437,110,25770060
1440,111,25866382
1524,118,27998124
1527,119,28108413
1695,128,28219163
1806,133,29617865
1809,134,29730949
1885,139,30734733
2143,150,30959859
2146,151,31053156
2147,152,33558416
2215,158,34402276
2218,159,34542552
2222,161,38679616
2224,162,39867909
2224,162,42648511
2227,163,42935094
2227,163,102766825
2227,163,171249497
2227,163,171647763
