instructions_covered,branches_covered,time_taken_nanos
503,30,11376756
503,30,11599788
606,39,11897452
606,39,12014765
818,55,17525906
818,55,17616919
821,56,17735122
821,57,17912849
824,58,18812504
891,65,21755210
894,66,21864958
935,72,24823132
938,73,24927269
1172,82,25852593
1172,82,25941150
1236,87,27897577
1239,88,28022804
1325,101,28598515
1410,110,28796951
1413,111,28932839
1661,120,29314862
1664,121,29684352
1728,128,33865254
1728,128,33985181
1787,133,36652455
1790,134,36789294
1791,135,40753475
1794,136,43816328
1797,137,43937738
1869,142,86446779
1872,143,94343801
1872,143,134522958
1872,143,1133232471
1872,143,1241606675
1872,143,1251462209
1872,143,1252557694
1872,143,1252670588
1873,144,1272413795
1873,144,1356029019
1873,144,1367094404
1873,144,1370211199
1873,144,1374819230
1873,144,1527041834
1873,144,1539059633
1873,144,1831938024
1873,144,1834148893
1873,144,1967190985
1873,144,2117708077
1873,144,2448826971
1873,144,2595151580
1873,144,2934787622
