instructions_covered,branches_covered,time_taken_nanos
288,16,8050512
423,24,8194876
426,25,8445150
537,30,10139282
540,31,10219274
602,36,12238371
605,37,12466294
658,46,14540375
658,46,14706300
996,63,14973336
996,63,15114454
999,64,15330323
1045,70,19262277
1048,71,19360313
1114,77,21407955
1114,77,21479059
1153,82,21708204
1156,83,21787604
1292,94,25242914
1292,94,25327184
1333,99,28458861
1336,100,28592585
1618,112,31464098
1618,112,31559359
1621,113,32357612
1747,121,32844636
1747,121,32979171
1813,127,37449485
1813,127,37527002
1817,128,39354266
1817,128,40427992
1820,129,40503205
1820,129,63500061
1821,130,195411323
1821,130,470793409
