instructions_covered,branches_covered,time_taken_nanos
336,22,9570263
376,23,9698637
381,25,10108724
384,26,10248229
507,35,12832548
507,35,12967293
510,36,13096148
848,50,13275177
891,56,14582175
894,57,14719595
954,63,17038802
957,64,17334182
1001,71,20678572
1004,72,20935930
1108,80,21575923
1111,81,21677265
1272,89,21779910
1272,89,21868728
1705,125,27287852
1708,126,27576549
1787,135,29373626
1790,136,29680638
1855,143,32035402
1855,143,32142545
1861,146,34051274
1864,147,43058449
1864,147,53773552
1864,147,174724006
1864,147,1387915357
