instructions_covered,branches_covered,time_taken_nanos
748,49,10257148
751,50,10957816
790,57,13419942
790,57,14190853
946,70,16406943
946,71,16639984
1023,80,18583417
1130,87,18678277
1133,88,18748380
1133,88,18925615
1188,98,20713203
1188,98,20781533
1256,105,22686834
1259,106,22814485
1328,118,25711916
1366,122,25798120
1443,129,27948525
1446,130,28161829
1524,139,28778938
1524,139,28888997
1640,147,32435818
1643,148,32672687
1703,155,37076253
1706,156,37172104
1759,164,39482062
1762,165,39598142
1835,173,40824716
1838,174,40919776
1988,187,44356148
1991,188,44533985
2025,194,45607400
2127,205,45935291
2130,206,46081909
2231,217,46745316
2234,218,47864888
2345,227,50404341
2345,227,50500112
2398,234,51709213
2401,235,51868104
2475,245,53393565
2478,246,53945501
2553,254,56413618
2553,254,56549977
2598,260,61420577
2598,260,61752285
2602,261,63249953
2602,261,198960575
2602,261,524166606
2602,261,1488050920
