instructions_covered,branches_covered,time_taken_nanos
175,7,9210910
178,8,9297584
262,13,13769440
265,14,14004165
351,19,15212586
354,20,15341530
464,24,16330444
546,29,18345233
549,30,18608001
678,36,22261687
678,36,22355184
744,41,24028586
747,42,24113598
823,47,26949413
826,48,27062467
952,53,30031525
955,54,30815471
1050,59,33340858
1053,60,33868297
1147,67,36452476
1147,67,36543648
1235,71,39641110
1335,75,40995217
1464,81,41629790
1464,81,41728797
1566,85,42372347
1717,91,42871934
1720,92,43260410
1866,97,45994553
1869,98,46115582
1971,102,50382690
2047,107,53045928
2050,108,53154755
2172,116,55656497
2175,117,56118342
2270,122,59766978
2273,123,59895472
2371,128,63795585
2374,129,64108969
2443,135,67276773
2443,135,67350182
2447,136,69930974
