instructions_covered,branches_covered,time_taken_nanos
265,10,8703097
270,11,8853722
351,16,9014837
354,17,9081504
484,27,11803303
487,28,11926035
603,33,14115255
606,34,14202731
686,39,16177704
689,40,16254139
790,45,16402100
793,46,16585758
894,51,18165512
897,52,18315957
998,57,22552858
1001,58,22682694
1121,65,26138214
1121,65,26229727
1222,70,27564417
1225,71,27971208
1326,76,28615810
1329,77,29126228
1331,78,30846599
1383,81,633916003
1388,82,687816929
1445,85,689472738
1445,85,693533395
1464,88,695754725
1471,89,698178639
1471,90,792133736
1694,96,1746513070
1732,97,1754051288
