instructions_covered,branches_covered,time_taken_nanos
451,28,8857348
451,28,8992655
491,29,9084819
496,31,9245294
560,37,13780529
563,38,14072172
629,45,14590705
992,60,14875575
992,60,14954024
995,61,15248331
1037,68,16834027
1037,68,16921914
1095,73,17111022
1098,74,17368450
1167,79,21239918
1170,80,21457290
1290,85,22335745
1293,86,22607350
1345,94,23178182
1345,94,23324129
1404,99,24288246
1407,100,24807079
1515,108,27791456
1515,108,27938995
1676,116,28219617
1679,117,28521850
1720,122,32690381
1987,143,32900379
1987,143,33068338
1987,144,33435023
1990,145,34073012
2072,156,36381457
2075,157,36623255
2077,159,37018074
2078,160,37121840
2078,160,192674883
2081,161,687051187
2081,161,4210897291
