instructions_covered,branches_covered,time_taken_nanos
261,15,8189576
264,16,8574325
308,22,12463819
311,23,12532208
439,32,12665852
439,32,12745443
785,47,12904464
788,48,13019282
833,55,17211128
833,55,17279989
908,61,18783319
908,61,18862699
1226,77,21459993
1229,78,21585591
1229,78,21887003
1276,84,24401780
1279,85,24720464
1323,91,25522214
1323,91,25588009
1424,101,28321461
1619,111,28490101
1622,112,28566656
1622,112,28671735
1880,123,30602345
1883,124,31101091
1953,130,35233775
1956,131,35352060
2019,136,37680864
2022,137,37851398
2026,138,39875695
2026,138,62216078
2027,139,86163396
2027,139,100671941
