instructions_covered,branches_covered,time_taken_nanos
961,39,9032221
1013,45,9287986
1016,46,9503905
1130,57,11139265
1132,58,11230808
1497,75,11429926
1497,75,12041675
1500,76,12569576
1548,84,15313296
1550,85,15567779
1585,90,16471812
1588,91,16630433
1838,104,19249027
1880,107,19349798
1880,108,19615892
1918,115,20310419
1920,116,20553930
2027,129,23056504
2030,130,23189376
2030,130,23379286
2060,132,24738572
2100,139,25408893
2103,140,25542766
2356,151,26271959
2359,152,26730919
2418,158,30551430
2421,159,30770425
2421,160,32805222
2423,161,36236777
2426,162,57421252
2426,162,65275790
2426,162,66610049
2602,172,80175202
2603,173,920113140
