instructions_covered,branches_covered,time_taken_nanos
331,24,8169136
333,25,8493030
450,32,10788601
450,33,11310150
920,56,14529452
920,56,14981469
923,57,15081779
926,58,15171649
1060,66,20132864
1060,66,20289030
1356,77,21910925
1356,77,22012988
1359,78,22465807
1684,95,27878547
1687,96,28020947
1690,97,29237553
1763,102,31854484
1766,103,32426348
1890,108,37343088
1893,109,37508091
1960,115,41559661
1963,116,41680310
2085,121,42311366
2088,122,42487720
2089,123,43535146
2089,123,186068304
