instructions_covered,branches_covered,time_taken_nanos
533,32,8489701
533,33,8962066
615,40,11991749
616,41,12112477
678,48,15339514
681,49,15733611
750,56,16565027
753,57,16654857
795,63,19880541
798,64,19980611
1072,69,22630714
1075,70,22967251
1137,75,25148756
1140,76,25527454
1200,82,26904384
1203,83,27026195
1263,89,30155756
1266,90,30698104
1439,95,31540521
1442,96,32129397
1540,102,32858449
1543,103,33149340
1705,112,37209465
1705,112,37499104
1764,117,43849271
1767,118,44201789
1771,120,44821453
1776,121,153640426
