instructions_covered,branches_covered,time_taken_nanos
509,34,8732002
593,42,8886004
956,57,9035668
959,58,9146738
959,58,9231579
993,64,10890844
994,65,11105861
1054,71,11645454
1057,72,12014323
1167,77,14259058
1170,78,14717617
1279,84,18060884
1282,85,18155093
1326,92,20910866
1326,92,21129851
1441,98,23669786
1441,98,23790976
1610,103,27315928
1613,104,27824061
1722,112,27987591
1883,120,28128838
1883,120,28263674
1886,121,28531482
2318,157,30201377
2321,158,30569004
2393,167,30904339
2396,168,31126009
2460,174,34147046
2463,175,34267043
2582,180,34488914
2585,181,34915142
2585,184,38053751
2625,185,40426509
2628,186,41231765
2633,188,42298647
2636,189,253616338
2636,189,390545597
2636,189,416531393
2636,189,482789215
