instructions_covered,branches_covered,time_taken_nanos
468,29,8255732
470,30,8749117
550,37,12394639
551,38,12618965
722,48,15941454
1091,65,16194995
1094,66,16300815
1094,66,16385876
1097,67,16521494
1145,74,18161443
1148,75,18284666
1210,81,18483714
1213,82,18712668
1508,95,19905579
1508,95,20042609
1511,96,20262406
1557,102,21883720
1560,103,22028444
1682,114,24977856
1920,126,25148299
1920,126,25294016
1923,127,25494837
1926,128,26206145
2169,137,28402750
2172,138,28512207
2238,144,31572599
2241,145,31840367
2245,146,34352099
2245,146,69271745
2245,146,70625932
2246,147,973654985
