instructions_covered,branches_covered,time_taken_nanos
509,34,8832554
593,42,9012344
956,57,9159203
959,58,9249734
959,58,9320298
993,64,10907537
994,65,11094441
1054,71,11586775
1057,72,11928843
1167,77,14132770
1170,78,14527318
1279,84,17858743
1282,85,18008768
1326,92,20789078
1326,92,20986072
1441,98,23386272
1441,98,23507792
1610,103,26769385
1613,104,27230820
1880,119,27431150
1880,119,27602735
1883,120,27698436
1886,121,27912602
2318,157,29486015
2393,167,30113224
2393,167,30197323
2457,173,30562195
2460,174,30680108
2579,179,31049168
2582,180,31271079
2582,183,35885025
2585,184,36111915
2625,185,38443645
2628,186,38568031
2628,186,77098320
2633,188,136132648
2636,189,140740743
2636,189,245396402
2636,189,415643157
