instructions_covered,branches_covered,time_taken_nanos
692,37,8702921
748,43,9014321
751,44,9105684
836,50,11411073
839,51,11565887
1159,65,14431426
1162,66,14532548
1165,67,14632106
1165,67,15067251
1203,72,18577723
1206,73,18675147
1408,86,21096035
1411,87,21277850
1411,87,21683528
1490,93,25886422
1493,94,26000338
1590,102,28285848
1590,102,28447615
1827,113,30588181
1830,114,30718338
2133,128,32771268
2136,129,32870446
2136,129,32962210
2250,136,35274752
2250,136,35375032
2303,144,36586417
2306,145,36823226
2309,146,36943504
2597,163,39003307
2613,165,39110700
2616,166,39302494
2629,174,39648299
2675,178,40091479
2736,183,42007349
2736,183,42101398
2790,188,43855181
2793,189,44032336
2809,192,47794164
2848,196,48251521
2849,197,50757059
3036,203,101756748
3077,206,111247682
3080,207,162367788
3080,207,204123500
3083,208,289127272
3083,208,463641076
3083,208,1018323183
3083,208,4282225903
3086,209,4286070708
3102,211,4306067720
3105,212,4386699759
3134,215,4437488147
3544,225,4437700299
3544,225,4438686197
3544,225,4439661946
3547,226,4439971393
3579,228,4444305886
3608,230,4452373864
3608,230,4456812675
3609,231,4459278317
3612,232,4477087564
3615,233,4544858913
3618,234,4614452374
3618,234,4639968134
3618,234,4645905033
3621,235,4687938552
