instructions_covered,branches_covered,time_taken_nanos
498,32,8621272
498,32,8703497
599,39,12012279
886,51,12394754
889,52,12506866
891,53,12828797
968,59,16326927
968,59,16432187
1043,64,18165773
1046,65,18316548
1362,79,20603313
1365,80,20705436
1368,81,20858677
1368,81,21047605
1449,88,21893318
1449,88,21984391
1510,94,24737520
1513,95,25123241
1585,101,29231608
1588,102,29366975
1877,120,33693435
1877,120,33927860
2010,127,34304073
2010,127,34407058
2067,132,34523749
2097,134,34696206
2146,136,34859465
2149,137,35625157
2237,142,39145730
2240,143,39530019
2311,151,44389049
2461,161,48641139
2464,162,49361684
2536,168,51184890
2539,169,51507452
2658,179,56494034
2658,179,56765248
2661,180,57436440
2718,185,60953136
2721,186,61276259
2854,191,62066787
2857,192,62223214
2919,199,65713509
2922,200,65811495
3067,212,70275486
3067,212,70421042
3070,213,70586025
3070,213,70950686
3101,215,71154032
3199,219,71949079
3261,221,73378278
3320,226,76792570
3323,227,77219269
3383,232,81154658
3383,232,81246322
3386,233,81580305
3454,238,85721705
3457,239,86153343
3517,245,87682631
3520,246,87894503
3522,247,91517020
3523,248,98008204
3526,249,139867247
3607,254,180334763
3607,254,672594900
3607,254,2449597478
