instructions_covered,branches_covered,time_taken_nanos
438,28,8860975
537,37,9177785
908,53,9431226
908,53,9549700
911,54,9809963
955,60,14031846
958,61,14303561
1179,79,16312668
1182,80,16578793
1182,80,16709190
1499,96,17337110
1499,96,17591883
1502,97,17808233
1549,104,18745660
1549,104,18823888
1737,116,20338409
1737,116,20453777
1740,117,20736804
1781,122,22922496
1784,123,23003840
2074,142,23483149
2077,143,23606102
2077,143,23715419
2080,144,23913895
2334,155,27107318
2337,156,27284374
2397,162,31903168
2400,163,32072198
2401,164,33751130
2402,165,37450371
2402,165,74879472
2402,165,152437080
2403,166,182013838
2403,166,201263923
