instructions_covered,branches_covered,time_taken_nanos
376,23,8152023
376,23,8249498
381,25,8733596
384,26,8891395
480,34,11456167
845,49,11706882
848,50,11865743
848,50,11979309
894,57,14414695
894,57,14495909
954,63,17428709
957,64,17534058
1004,72,20496744
1004,72,20587757
1266,87,23318493
1266,87,23418914
1269,88,23673146
1272,89,23815526
1705,125,25268390
1708,126,25512723
1787,135,26175830
1790,136,26427838
1852,142,27344034
1855,143,27456828
1861,146,28079739
1861,146,60523299
1861,146,244587885
1864,147,498311659
1864,147,581117387
