instructions_covered,branches_covered,time_taken_nanos
512,35,8510277
590,44,8649972
934,59,8777954
937,60,8862805
937,60,8933579
976,66,10566143
979,67,10759660
1041,73,11279536
1044,74,11629920
1151,79,13779223
1154,80,14197405
1263,86,17383002
1266,87,17469766
1313,94,20198878
1313,94,20402715
1426,100,22955903
1426,100,23078726
1595,105,26488258
1598,106,26966003
1707,114,27127760
1868,122,27259920
1868,122,27391209
1871,123,27681900
2303,159,29298263
2382,169,29927525
2382,169,30007517
2447,175,32436069
2450,176,32562429
2568,181,33723108
2571,182,34045699
2573,185,38037785
2576,186,38111976
2579,187,40517575
2619,188,40616652
2624,190,43203464
2624,190,162281860
2627,191,249827387
2627,191,267280954
2627,191,1122052200
