instructions_covered,branches_covered,time_taken_nanos
176,10,8449383
179,11,8527672
264,19,11499364
264,19,11591939
362,22,11722496
462,30,12918914
548,33,13004977
548,33,13109275
586,34,13242437
817,48,15141106
817,48,15226097
820,49,15684475
823,50,15786679
898,56,17389026
901,57,17877712
968,63,20126985
971,64,20287008
1246,76,22054668
1288,79,22171941
1291,80,22637703
1291,80,23139234
1366,86,26920710
1369,87,27368519
1511,97,27830845
1563,100,27955631
1593,102,28110204
1596,103,28533827
1640,109,34118872
1640,109,34190378
1907,119,35569632
1910,120,35875692
1980,127,36172334
1983,128,36252706
1987,129,36870497
2027,130,63575208
2027,130,79202635
2028,131,137421031
