instructions_covered,branches_covered,time_taken_nanos
669,30,8901471
672,31,9015747
746,37,13401498
746,37,13524592
878,51,14914756
878,51,15007252
965,59,19110619
965,59,19249672
1125,63,22378873
1247,69,25167617
1247,69,25268960
1411,76,28014423
1534,84,30646832
1537,85,30753714
1642,91,32014233
1740,96,34474796
1899,100,34775346
2005,107,39808505
2115,114,43951717
2133,118,49584662
2136,119,95810779
