instructions_covered,branches_covered,time_taken_nanos
353,23,8852303
356,24,9374082
522,34,11125232
522,34,11205685
622,40,13252225
625,41,13433459
669,47,15496650
669,47,15561543
784,52,16134489
787,53,16341161
900,59,19874730
903,60,20162726
1042,67,23449598
1045,68,23536964
1117,73,26633905
1120,74,26749985
1164,81,30296449
1167,82,30414814
1206,87,32578225
1209,88,32661183
1293,95,33627855
1296,96,33893008
1354,101,37917979
1357,102,38085687
1435,108,39394118
1438,109,39525757
1497,114,42157196
1500,115,42242768
1640,123,44310238
1640,123,44417572
1750,128,48378331
1753,129,48708137
1897,137,50075329
1900,138,50492039
1904,139,54789957
