instructions_covered,branches_covered,time_taken_nanos
404,27,9112432
480,34,9477373
844,49,9652916
844,49,9766371
847,50,10200534
962,58,14585415
965,59,14796475
1244,71,17352419
1244,71,17506762
1247,72,18084818
1292,79,19750154
1292,79,19981032
1363,86,20463847
1366,87,20552946
1431,92,22477824
1434,93,22577984
1474,99,23590032
1474,99,23711953
1696,107,26773556
1699,108,27037767
1758,113,29531874
1761,114,29773162
1823,120,30866253
1826,121,30962656
1827,122,33655981
1830,123,34725829
1830,123,50793673
1830,123,89273809
1831,124,264034277
