instructions_covered,branches_covered,time_taken_nanos
398,26,9784115
401,27,10362401
522,40,13833951
522,40,13913602
525,41,14011538
602,47,17043184
605,48,17202126
635,50,17298067
934,63,17512945
1294,79,18052367
1299,80,18897028
1390,91,20590949
1393,92,21078323
1668,105,23653263
1671,106,23740128
1671,106,23922604
1737,113,24274251
1740,114,24649351
2028,127,28122254
2028,127,28270044
2029,128,28556287
2054,132,28673229
2129,142,29410726
2129,142,32073273
2195,147,32647642
2198,148,32857820
2386,160,32979220
2386,160,33084600
2617,174,33326889
2620,175,33820275
2729,178,37061087
2768,184,37320098
2931,191,37650875
2931,192,38387371
2936,193,39757939
3152,200,41795732
3152,200,41897274
3155,201,42235706
3155,202,46630937
3155,202,71123451
3156,203,95309213
3156,203,98054156
3161,204,120366739
3161,204,149152731
3161,204,151007156
3162,205,160985740
3162,205,186332253
3162,205,377078453
3165,206,404445576
3165,206,771594046
