instructions_covered,branches_covered,time_taken_nanos
287,15,8159951
290,16,8279607
290,16,8350241
293,17,8534701
694,37,12972886
694,37,13062326
697,38,13169258
698,39,13358918
758,44,13879415
837,51,14221032
837,51,14314109
879,57,15344462
879,57,15467596
943,62,18714962
1184,73,19364904
1226,76,19595331
1226,76,20128763
1272,82,23277743
1275,83,23367534
1535,99,24813695
1535,99,24972597
1538,100,25083226
1767,109,25737697
1767,109,25844790
1767,109,26138978
1841,116,28493272
1844,117,28647725
1907,122,31653954
1910,123,31764654
1914,124,33865367
1917,125,58698811
1920,126,69529686
1920,126,75133330
1921,127,220323438
