instructions_covered,branches_covered,time_taken_nanos
447,24,8470093
448,25,9100679
774,43,12343645
777,44,12538675
780,45,13030216
1027,56,17283588
1027,56,17371024
1069,59,17477896
1110,65,18197500
1113,66,18397990
1209,76,21330589
1232,77,21423424
1235,78,21584660
1551,88,22785296
1554,89,22893381
1554,89,22984894
1589,92,23194652
1626,94,24925272
1854,103,28585279
1857,104,28802741
1926,109,31182572
1929,110,31306597
1990,116,34160005
1993,117,34815417
1994,118,38530849
1994,118,38680092
1994,118,55825880
1994,118,60067188
1997,119,822665474
