instructions_covered,branches_covered,time_taken_nanos
311,17,9682973
311,17,9793482
465,28,14539197
468,29,14718758
468,29,14837523
765,42,15406732
766,43,15946004
817,52,18267815
1062,63,18456553
1104,66,18610274
1104,66,18877360
1165,72,19934795
1168,73,20025527
1259,82,22546405
1262,83,22732477
1403,93,24348010
1406,94,24673947
1471,100,25226595
1471,100,25311486
1534,105,26759791
1537,106,26939221
1760,114,28900058
1763,115,29037007
1763,115,29254089
1830,122,35014788
1830,122,35139154
1893,127,36707957
1896,128,36865646
1905,130,40749959
2326,149,40880847
2326,151,41106284
2326,151,70107885
2326,151,83742438
2329,152,110087393
2358,154,116545254
2358,154,125585349
2489,160,352079565
2490,161,455802756
2490,161,1076783246
2490,161,3652775101
