instructions_covered,branches_covered,time_taken_nanos
181,9,8892689
184,10,9019198
333,17,9167640
333,17,9258843
336,18,9449264
411,24,12009408
414,25,12129565
444,27,12302143
781,41,12643560
842,46,13285487
845,47,13468384
1008,59,15353197
1008,59,15505105
1011,60,15697089
1290,72,17195750
1293,73,17661813
1293,73,17784826
1365,79,22324102
1365,79,22467544
1462,85,25281699
1465,86,25883870
1510,92,29266924
1513,93,29410256
1587,98,32299103
1590,99,32987197
1669,104,35224278
1672,105,35377669
2082,130,37358474
2082,130,37490755
2085,131,37633836
2088,132,37877608
2091,133,38482124
2153,138,43764138
2156,139,44037586
2392,149,44530371
2395,150,44671238
2473,158,45572166
2476,159,46100237
2480,160,48939299
2480,160,92140169
2480,160,93207563
2481,161,944156367
