instructions_covered,branches_covered,time_taken_nanos
981,53,9309887
983,54,9485390
1029,59,11992311
1031,60,12609992
1082,65,15609948
1085,66,15801371
1240,75,16577633
1240,77,16683273
1240,78,16777942
1284,85,19677509
1285,86,19832994
1461,100,23154810
1461,100,23249409
1461,101,23346193
1500,106,27441155
1503,107,27653387
1580,114,30536091
1583,115,30763502
1583,116,32758463
