instructions_covered,branches_covered,time_taken_nanos
309,12,8447453
312,13,8887948
509,28,12650450
512,29,13928543
622,34,14670880
625,35,15214351
661,40,16616960
664,41,16813703
783,48,18333594
786,49,18814455
1087,62,20482127
1087,62,20574512
1194,67,20802103
1197,68,20921039
1238,74,23648890
1241,75,23785358
1381,88,25336268
1431,91,25441137
1538,96,27779781
1541,97,28016479
1787,106,31385145
1790,107,31483341
1790,107,31586847
1856,113,33244700
1859,114,33449048
2067,123,36079634
2070,124,36218588
2077,126,36308809
2080,127,36386065
2083,128,41618123
2086,129,60928990
2086,129,61923876
2086,129,62095391
2087,130,694293403
